name;calories;proteins;carbs;fat;calcium;iron;vitamin_c
Crêpe ou galette béchamel, jambon et fromage, préemballée;179.0;9.83;16.3;7.9;99.1;0.54;1.59
Crêpe ou galette béchamel et champignon, préemballée, surgelée;144.0;4.5;20.0;5.0;82.8;0.3;0.0
Tarte aux légumes, préemballée;216.0;5.0;21.8;11.7;104.0;0.0;0.0
Pizza jambon fromage, préemballée;228.0;10.7;26.2;8.49;174.0;0.7;1.45
Tarte au fromage, préemballée;271.0;9.44;20.0;16.7;170.0;0.54;0.21
Tarte à la provençale, préemballée;224.0;5.34;21.8;12.5;62.5;0.63;4.25
Pizza à la viande, type bolognaise, préemballée;214.0;9.7;27.0;7.03;144.0;1.36;4.2
Burritos au boeuf;170.0;8.0;14.3;8.5;88.0;1.1;6.5
Fajita au poulet, préparé maison avec un kit;158.0;12.7;16.0;4.5;77.0;0.55;19.6
Pizza au chorizo ou salami, préemballée;236.0;9.88;24.7;10.4;135.0;0.0;0.0
Pizza aux fruits de mer, préemballée;215.0;9.67;25.2;8.02;0.0;0.0;0.0
Pizza au saumon, préemballée;232.0;9.28;26.0;9.72;110.0;0.54;0.0
Pizza au chèvre et lardons, préemballée;253.0;10.3;26.5;11.5;136.0;0.0;0.0
Pizza aux légumes ou pizza 4 saisons, préemballée;206.0;7.58;25.1;7.78;120.0;0.61;1.52
Pizza champignons fromage, préemballée;213.0;8.0;24.2;8.93;0.0;0.0;0.0
Pizza aux fromages, préemballée;269.0;11.2;30.5;10.7;267.0;0.81;3.64
Pizza (aliment moyen);234.0;10.0;27.4;8.88;193.0;0.76;3.39
Pissaladière, préemballée;265.0;4.8;26.3;15.1;0.0;0.0;0.0
Tarte à l'oignon, préemballée;280.0;7.0;23.5;17.2;0.0;0.0;0.0
Pizza jambon fromage champignons ou pizza royale, reine ou regina, préemballée;208.0;9.5;25.9;6.89;155.0;0.7;4.84
Crêpe ou galette béchamel et fromage, préemballée;150.0;6.5;17.0;6.0;148.0;0.48;0.37
Flammenkueche ou tarte flambée aux lardons, préemballée;300.0;8.81;31.8;14.8;52.0;0.6;0.8
Crêpe ou galette béchamel, jambon et fromage et champignon, préemballée;144.0;6.56;14.7;6.3;35.3;0.6;1.23
Tarte ou tourte aux poireaux, préemballée;229.0;5.29;20.9;13.3;95.0;0.6;0.0
Tarte au saumon, préemballée;251.0;8.41;24.2;13.2;59.2;0.63;1.83
Tourte au riesling (porc, riesling, champignons), préemballée;251.0;10.2;23.7;12.6;0.0;0.0;0.0
Tarte à la tomate, préemballée;225.0;6.0;23.4;11.6;21.0;0.77;5.2
Crêpe ou galette complète (oeuf, jambon, fromage), préemballée;219.0;15.3;15.2;9.8;240.0;0.96;0.9
Tarte aux noix de Saint-Jacques, préemballée;222.0;7.2;21.7;11.5;0.0;0.0;0.0
Pastilla au poulet, préemballée;218.0;12.3;14.1;12.2;0.0;0.0;0.0
Pizza aux lardons, oignons et fromage, préemballée;236.0;8.16;28.3;9.59;192.0;0.0;0.0
Crêpe ou galette aux noix de Saint-Jacques, préemballée;144.0;6.1;15.5;6.2;0.0;0.0;0.0
Tarte ou quiche salée (aliment moyen);268.0;8.04;24.3;15.1;86.3;0.64;1.32
Crêpe ou galette béchamel et champignon, préemballée, cuite;172.0;5.5;18.5;7.7;82.0;0.43;0.0
Tarte au maroilles ou flamiche au maroilles, préemballée;318.0;14.0;23.0;18.3;0.0;0.0;0.0
Crêpe ou galette au poisson et / ou fruits de mer, préemballée;190.0;7.0;15.0;11.0;0.0;0.0;0.0
Crêpe ou galette chèvre, lardon, préemballée;196.0;8.08;16.3;10.6;0.0;0.0;0.0
Pizza au chèvre, préemballée;241.0;9.95;27.1;9.86;0.0;0.0;0.0
Ficelle picarde, préemballée;151.0;8.6;11.9;7.5;0.0;0.0;0.0
Tarte épinard chèvre, préemballée;233.0;6.69;21.3;13.1;79.0;0.77;0.0
Tielle sétoise, préemballée;285.0;8.5;29.4;14.4;0.0;0.0;0.0
Pizza au thon, préemballée;235.0;10.2;23.7;10.6;0.0;0.0;0.0
Pizza kebab, préemballée;211.0;9.4;26.6;7.01;0.0;0.0;0.0
Pizza au poulet, préemballée;211.0;9.88;28.2;6.09;0.0;0.0;0.0
Pizza type raclette ou tartiflette, préemballée;246.0;9.66;27.3;10.4;0.0;0.0;0.0
Pizza au speck ou jambon cru, préemballée;234.0;10.9;27.4;8.53;163.0;0.0;0.0
Focaccia, garnie;233.0;8.0;29.5;8.75;0.0;0.0;0.0
Fougasse, garnie;320.0;9.53;42.1;11.8;76.6;1.24;0.1
Croque-monsieur, jambon, fromage et beurre, fait maison;0.0;14.3;0.0;18.4;249.0;1.32;0.02
Hot-dog, préemballé;278.0;10.9;26.3;13.8;56.0;0.85;0.0
Hamburger, de restauration rapide;251.0;13.3;29.5;8.44;64.0;1.23;0.3
Cheeseburger, de restauration rapide;290.0;14.0;22.3;15.8;87.5;1.4;0.0
Double cheeseburger, de restauration rapide;290.0;15.5;19.4;16.7;104.0;1.4;0.9
Burger au poisson, de restauration rapide;263.0;12.2;26.7;11.5;55.0;0.49;0.0
Sandwich grec ou kebab, pita, crudités;232.0;15.2;17.0;10.9;33.6;0.95;0.0
Sandwich grec ou kebab, baguette, crudités;272.0;15.0;29.9;9.8;22.1;2.1;2.0
Sandwich baguette, thon crudités mayonnaise, fait maison;275.0;10.3;32.1;11.3;26.8;0.83;2.63
Sandwich panini, jambon cru mozzarella, tomates;237.0;14.2;25.7;8.35;97.0;1.1;0.0
Sandwich baguette, jambon, oeuf, crudités, beurre;225.0;10.1;31.7;5.98;24.6;0.97;5.77
Sandwich baguette, poulet crudités mayonnaise, fait maison;263.0;10.4;34.9;8.54;27.4;1.04;3.61
Sandwich baguette, jambon emmental, préemballé;284.0;12.7;27.9;12.9;0.0;0.0;0.0
Sandwich baguette, saumon fumé beurre;268.0;11.5;41.7;5.6;26.5;0.91;2.84
Sandwich baguette, thon maïs crudités, préemballé;193.0;8.87;23.9;6.03;0.0;0.0;0.0
Sandwich panini, trois fromages;294.0;17.0;25.0;14.0;0.0;0.0;0.0
Burger au poulet, de restauration rapide;249.0;12.7;23.8;11.0;66.0;0.6;0.0
Pan bagnat;205.0;7.95;27.8;6.48;37.9;0.69;12.2
Sandwich baguette, jambon beurre, fait maison;285.0;11.6;35.1;10.5;22.7;0.95;3.09
Sandwich baguette, camembert beurre, fait maison;341.0;11.9;34.8;16.7;137.0;0.7;0.0
Sandwich baguette, pâté cornichons;304.0;10.1;33.5;13.9;26.2;2.49;1.67
Sandwich baguette, saucisson beurre, fait maison;374.0;13.7;35.2;19.4;29.1;1.09;2.0
Sandwich baguette, jambon emmental beurre;298.0;13.4;30.2;13.2;188.0;0.83;2.33
Sandwich (aliment moyen);280.0;12.4;30.3;11.7;65.6;1.0;2.63
Toasts ou canapés salés, garnitures diverses, préemballés;251.0;9.09;22.4;13.3;153.0;1.79;1.57
Sandwich baguette, crudités diverses mayonnaise;224.0;6.54;30.6;7.9;26.6;0.87;7.02
Sandwich baguette, dinde crudités mayonnaise;257.0;12.4;31.2;8.82;23.3;0.99;3.11
Sandwich baguette, oeuf crudités mayonnaise;249.0;8.52;31.6;9.47;33.6;1.08;3.31
Sandwich baguette, porc crudités mayonnaise;272.0;12.0;31.2;10.6;21.6;0.98;3.11
Sandwich baguette, merguez ketchup moutarde;289.0;13.1;32.7;11.4;26.6;1.25;0.64
Sandwich baguette, salami beurre;381.0;12.5;33.9;21.4;25.3;1.41;0.0
Croque-madame, fait maison;261.0;13.7;16.1;15.5;200.0;1.27;0.014
Sandwich baguette (aliment moyen);293.0;11.7;33.2;12.1;69.6;1.0;2.63
Croque-monsieur, préemballé;253.0;10.6;26.1;11.4;251.0;0.0;1.7
Sandwich pain de mie complet, thon crudités, préemballé;207.0;9.48;24.3;7.28;0.0;0.0;0.0
Sandwich pain de mie complet, jambon fromage, préemballé;240.0;11.2;23.8;10.5;117.0;0.95;3.2
Sandwich pain de mie complet, poulet crudités, préemballé;199.0;8.75;23.0;7.4;28.7;0.94;3.25
Sandwich pain de mie complet, jambon, préemballé;246.0;10.1;26.3;10.5;30.6;0.98;5.33
Sandwich baguette, thon crudités mayonnaise, vente à emporter;232.0;9.31;28.8;8.5;24.5;1.1;3.12
Sandwich baguette, jambon beurre, vente à emporter;254.0;10.4;38.8;6.0;21.5;0.74;11.3
Sandwich baguette, jambon emmental, vente à emporter;263.0;12.0;34.5;8.2;177.0;0.71;9.1
Sandwich baguette, poulet crudités mayonnaise, vente à emporter;223.0;10.3;29.7;6.7;45.4;0.84;0.0
Sandwich baguette, saucisson beurre, vente à emporter;293.0;10.4;36.9;11.3;21.7;0.89;2.82
Sandwich baguette, camembert beurre, vente à emporter;303.0;11.4;32.9;13.7;180.0;0.64;0.0
Sandwich pain de mie complet, saucisson ou rosette, préemballé;336.0;11.9;26.3;19.5;0.0;0.0;0.0
Burger au poulet, préemballé;230.0;12.4;25.2;8.43;0.0;0.0;0.0
Cheeseburger, préemballé;265.0;13.6;22.7;13.0;0.0;0.0;0.0
Sandwich pain de mie complet, bacon crudités, préemballé;257.0;9.28;25.8;12.4;0.0;0.0;0.0
Wrap végétarien fromage crudités;246.0;9.28;19.5;13.8;0.0;0.0;0.0
Wrap poulet crudités;222.0;9.57;23.6;9.22;0.0;0.0;0.0
Wrap jambon crudités;234.0;8.55;25.2;10.4;0.0;0.0;0.0
Sandwich pain de mie complet, thon oeuf crudités, préemballé;196.0;9.78;23.1;6.65;0.0;0.0;0.0
Sandwich pain de mie complet, saumon fumé, préemballé;206.0;8.63;24.1;7.69;0.0;0.0;0.0
Sandwich pain de mie complet, jambon oeuf crudités, préemballé;213.0;8.97;25.6;7.65;0.0;0.0;0.0
Sandwich pain de mie complet, jambon fromage crudités, préemballé;227.0;9.81;22.9;9.92;0.0;0.0;0.0
Sandwich pain de mie complet, jambon crudités, préemballé;197.0;8.51;22.4;7.58;0.0;0.0;0.0
Sandwich pain viennois, jambon oeuf crudités, préemballé;236.0;9.16;26.6;9.77;0.0;0.0;0.0
Sandwich pain viennois, thon oeuf crudités, préemballé;229.0;9.74;26.6;8.73;0.0;0.0;0.0
Sandwich pain viennois, poulet oeuf crudités, préemballé;218.0;9.94;27.0;7.32;0.0;0.0;0.0
Sandwich pain viennois, poulet crudités, préemballé;234.0;10.1;26.4;9.28;0.0;0.0;0.0
Sandwich pain polaire, poulet crudités, préemballé;218.0;9.81;28.1;7.01;0.0;0.0;0.0
Sandwich pain polaire, saumon, préemballé;238.0;10.7;27.2;9.05;0.0;0.0;0.0
Sandwich pain polaire, jambon fromage, préemballé;266.0;10.5;27.2;12.3;0.0;0.0;0.0
Sandwich pain de mie complet, poulet, préemballé;229.0;11.2;25.3;8.5;0.0;0.0;0.0
Sandwich baguette, poulet crudités, préemballé;216.0;9.0;28.2;7.0;0.0;0.0;0.0
Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.), préemballé;321.0;11.6;25.6;18.4;170.0;1.3;0.0
Samossa ou samoussa ou brick garni, préemballé, cuit;230.0;9.33;16.5;13.7;31.0;1.3;0.7
Feuilleté ou friand au poisson et/ou fruits de mer, préemballé, à cuire;260.0;6.55;27.9;13.0;39.4;0.4;0.0
Spécialité chinoise type bouchée à la vapeur, préemballée, cuite;149.0;5.9;28.0;1.4;0.0;0.0;0.0
Feuilleté ou friand jambon fromage, préemballé;278.0;8.46;22.7;16.7;0.0;0.0;0.0
Feuilleté ou friand au fromage, préemballé, à cuire;283.0;6.08;26.2;16.9;74.8;0.48;0.0
Feuilleté ou friand aux escargots, préemballé;321.0;6.69;23.1;22.1;0.0;0.0;0.0
Feuilleté ou friand au fromage, préemballé, cuit;302.0;8.25;28.1;17.1;119.0;1.4;0.0
Feuilleté ou friand à la viande, préemballé;354.0;9.59;27.3;22.6;15.6;1.65;0.0
Bouchée à la reine, à la viande/volaille/quenelle;296.0;6.12;24.5;18.9;40.0;0.42;0.0
Croissant au jambon fromage, fait maison;264.0;7.9;24.8;14.6;219.0;0.0;0.0
Rouleau de printemps;103.0;4.57;16.6;1.82;22.5;0.4;1.5
Samoussa ou samossa ou brick garni, fait maison, cuit;187.0;12.2;8.48;11.5;32.8;1.03;2.93
Bouchée à la reine, au poisson et fruits de mer, faite maison;208.0;6.72;13.7;13.8;70.1;1.2;0.9
Feuilleté ou friand jambon fromage, fait maison;338.0;8.76;29.4;20.3;115.0;0.43;0.95
Beignet de viande, volaille ou poisson, fait maison, cuit;238.0;18.7;10.0;13.5;36.6;1.23;0.27
Brick à l'oeuf, fait maison, cuit;255.0;10.4;12.3;18.1;70.7;1.4;3.6
Samossa ou samoussa ou brick au boeuf, fait maison, cuit;342.0;10.4;33.5;17.0;0.0;5.2;3.1
Brick à la pomme de terre, fait maison, cuit;215.0;3.25;19.6;13.4;26.4;0.6;8.8
Feuilleté ou friand salé (aliment moyen);311.0;8.43;27.5;18.2;83.3;1.24;0.0
Bouchée à la reine, garnie (aliment moyen);252.0;6.42;19.1;16.3;55.1;0.81;0.58
Nem ou pâté impérial, au poulet, préemballé, cuit;197.0;8.06;20.9;8.1;29.0;1.0;0.0
Nem ou pâté impérial, au porc, préemballé, cuit;237.0;6.88;22.6;12.7;25.0;0.91;0.0
Nem ou pâté impérial, aux crevettes et/ou au crabe, préemballé, cuit;213.0;7.44;23.7;9.2;47.0;1.1;0.0
Nem ou pâté impérial, préemballé, cuit (aliment moyen);216.0;7.45;22.4;10.0;33.6;1.0;0.0
Croissant au jambon fromage, préemballé;258.0;8.92;22.0;14.5;117.0;0.0;0.0
Avocat, chair sans peau, sans noyau, cru;203.0;1.56;0.0;20.6;9.4;0.34;0.0
Chayote ou christophine ou chouchou, crue;19.1;0.82;2.8;0.13;17.0;0.34;7.7
Graine germée de luzerne, crue;29.2;3.99;0.81;0.69;32.0;0.96;8.2
Graine germée de radis, fraîche, crue;0.0;3.81;0.0;2.53;51.0;0.86;28.9
Bette ou blette, côte (sans feuille), crue;12.8;1.0;1.63;0.0;25.0;0.85;3.08
Carotte, crue;30.2;0.78;5.16;0.0;36.2;0.0;3.73
Champignon, tout type, cru;24.3;2.42;2.25;0.34;7.78;0.5;2.1
Salade ou chicorée frisée, crue;26.0;1.7;2.13;0.3;100.0;0.9;24.0
Chou rouge, cru;26.4;1.13;4.33;0.0;36.0;0.25;18.7
Chou-fleur, cru;24.9;1.81;2.13;0.7;23.0;0.27;48.2
Concombre, chair et peau, cru;16.8;0.65;2.87;0.11;19.2;0.13;2.8
Courgette, chair et peau, crue;16.7;1.21;1.75;0.32;16.0;0.37;17.9
Cresson de fontaine, cru;15.5;2.3;1.11;0.1;120.0;0.2;43.0
Céleri branche, cru;15.4;0.63;2.41;0.0;46.0;0.06;5.51
Endive, crue;16.6;1.19;2.83;0.0;20.0;0.12;2.12
Fenouil, cru;18.2;1.0;2.63;0.0;37.0;0.2;2.57
Laitue, crue;14.7;1.35;1.22;0.2;64.6;1.1;5.53
Oignon, cru;39.0;1.1;6.25;0.62;25.0;0.00019;3.9
Pissenlit, cru;48.5;2.7;6.1;0.7;62.3;3.1;35.0
Poireau, cru;30.4;1.5;4.55;0.3;59.0;2.1;12.0
Poivron, vert, jaune ou rouge, cru;22.6;0.8;3.5;0.27;7.7;0.4;121.0
Potiron, cru;20.1;1.05;3.5;0.1;20.5;0.85;10.7
Radis rouge, cru;11.0;0.94;1.53;0.0;15.0;0.4;12.2
Artichaut, cru;45.4;3.27;4.84;0.15;44.0;1.28;11.7
Aubergine, crue;22.9;0.98;2.7;0.18;9.0;0.23;2.2
Cardon, cru;13.7;0.7;1.7;0.1;70.0;0.7;2.0
Céleri-rave, cru;26.3;1.38;3.98;0.0;40.0;0.28;2.87
Champignon de Paris ou champignon de couche, cru;21.0;2.11;1.83;0.36;3.0;0.31;3.18
Brocoli, cru;31.9;2.9;2.15;0.36;47.5;0.81;91.2
Chou de Bruxelles, cru;43.9;3.38;4.59;0.3;42.0;1.4;85.0
Épinard, cru;33.3;2.68;3.06;0.39;99.0;2.71;28.1
Haricot vert, cru;31.9;1.83;4.14;0.22;37.0;1.03;12.2
Navet, pelé, cru;25.6;0.9;4.39;0.1;30.0;0.3;21.0
Chou-rave, cru;25.1;1.7;2.44;0.1;24.0;0.4;62.0
Chou vert, cru;24.4;1.43;2.74;0.14;42.3;0.5;40.2
Haricot vert, surgelé, cru;33.1;1.79;4.76;0.21;42.0;0.85;12.9
Petits pois, crus;81.2;5.42;11.4;0.4;25.0;1.47;40.0
Chou-fleur, surgelé, cru;25.1;2.01;2.5;0.27;22.0;0.54;48.8
Epinard, haché ou purée ou en branches, surgelé, cru;28.0;3.32;1.0;0.54;129.0;1.89;15.3
Petits pois, surgelés, crus;77.9;5.86;9.5;0.4;22.0;1.53;18.0
Poivron vert, cru;22.5;0.81;3.43;0.0;6.2;0.22;26.9
Poivron rouge, cru;33.6;1.06;5.98;0.0;4.8;0.21;121.0
Radis noir, cru;28.2;0.94;5.52;0.0;39.0;0.23;9.58
Scarole, crue;20.5;1.44;2.0;0.23;53.7;0.38;11.5
Betterave rouge, crue;40.2;1.61;6.34;0.17;16.0;0.8;4.9
Échalote, crue;61.7;1.81;12.2;0.0;9.5;0.12;8.0
Mâche, crue;15.0;2.0;0.5;0.0;41.0;0.4;2.38
Légumes, mélange surgelé, crus;65.1;2.26;5.71;2.65;25.0;0.95;10.4
Champignon, chanterelle ou girolle, crue;24.7;1.49;1.77;0.53;15.0;3.47;5.67
Champignon, morille, crue;23.5;3.12;0.1;0.57;43.0;1.2;5.0
Champignon, truffe noire, crue;0.0;5.77;0.0;0.51;24.0;3.5;1.0
Maïs doux, en épis, surgelé, cru;97.4;3.36;17.0;1.19;4.18;0.59;6.9
Oseille, crue;23.4;1.89;1.6;0.65;44.0;2.4;48.0
Champignon, pleurote, crue;26.8;3.31;1.5;0.41;3.0;1.33;4.0
Chou blanc, cru;35.2;1.38;4.63;0.6;59.0;0.3;8.88
Tomate verte, crue;24.8;1.2;4.0;0.2;13.0;0.51;23.4
Batavia, crue;14.9;1.25;1.78;0.0;26.0;0.39;4.38
Pourpier, feuille, cru;0.0;2.03;0.0;0.36;65.0;1.99;21.0
Courge musquée, chair sans peau, crue;23.5;0.55;4.6;0.1;18.3;0.43;4.6
Potimarron, chair sans peau, cru;22.1;0.95;3.1;0.28;18.5;0.38;9.86
Courge hokkaïdo, chair sans peau, crue;56.1;1.4;9.98;0.6;24.7;0.4;13.9
Courge melonnette, chair sans peau, crue;30.8;0.75;5.98;0.13;18.3;0.48;9.7
Courge butternut (doubeurre), chair sans peau, crue;30.5;1.0;5.4;0.1;48.0;0.7;21.0
Courge, crue;14.4;0.95;1.6;0.13;28.0;0.58;12.3
Courge spaghetti, chair sans peau, crue;32.3;0.64;5.41;0.57;23.0;0.31;2.1
Piment, cru;37.4;1.87;5.75;0.44;14.0;1.03;144.0
Champignon, oronge vraie, crue;0.0;2.0;0.0;0.3;17.0;1.1;3.0
Champignon, cèpe, cru;28.8;3.23;2.0;0.49;22.7;1.07;2.83
Champignon, rosé des prés, cru;0.0;2.3;0.0;0.4;10.0;1.2;4.0
Chicorée rouge, crue;18.9;1.4;1.6;0.1;36.0;0.3;10.0
Chicorée verte, crue;16.1;1.9;0.5;0.5;82.5;4.15;46.0
Citrouille, chair sans peau, crue;29.7;1.0;5.79;0.1;21.0;0.8;9.0
Chou chinois pé-tsaï, cru;16.4;1.25;2.1;0.2;30.4;0.31;21.0
Poivron jaune, cru;29.4;0.94;4.73;0.3;8.6;0.21;121.0
Laitue romaine, crue;17.2;1.23;1.35;0.3;33.0;0.97;4.0
Tomate cerise, crue;31.8;1.31;5.62;0.0;6.6;0.37;21.8
Pois mange-tout ou pois gourmand, cru;43.0;2.8;6.2;0.2;43.0;2.08;60.0
Panais, cru;67.9;1.2;12.6;0.3;36.0;0.59;17.0
Graine germée de haricot mungo ou pousse de "soja", crue;28.3;2.81;3.4;0.0;16.0;0.44;4.13
Tomate côtelée ou coeur de boeuf, crue;17.4;0.5;3.4;0.0;7.2;0.14;17.8
Haricot beurre, cru;37.6;1.82;5.6;0.12;37.0;1.04;16.3
Salsifis noir, ou scorsonère d'Espagne, cru;83.0;3.13;15.3;0.3;24.1;0.7;3.0
Bambou, pousse, crue;29.1;2.6;2.57;0.3;13.0;0.5;4.0
Cresson alénois, cru;23.8;2.6;1.22;0.7;81.0;1.3;69.0
Laitue iceberg, crue;17.3;0.95;2.5;0.14;18.0;0.41;2.8
Rutabaga, cru;33.2;1.08;5.7;0.16;43.0;0.44;25.0
Haricot beurre, surgelé, cru;33.1;1.8;4.59;0.21;42.0;0.86;12.9
Brocoli, surgelé, cru;26.4;2.78;1.5;0.42;41.0;0.72;68.3
Chou de Bruxelles, surgelé, cru;45.2;3.78;4.69;0.41;26.0;0.93;74.1
Carotte, surgelée, crue;33.6;0.78;4.95;0.46;36.0;0.44;2.5
Concombre, chair sans peau, cru;11.1;0.56;2.23;0.0;16.0;0.14;3.52
Petits pois et carottes, surgelés, crus;53.0;3.4;7.1;0.47;27.0;1.09;11.2
Roquette, crue;27.9;2.58;2.1;0.66;160.0;1.46;15.0
Chou frisé, cru;49.5;4.28;4.2;0.93;150.0;1.47;120.0
Champignon de Paris ou champignon de couche, surgelé, cru;16.1;1.87;0.93;0.2;10.0;0.8;4.0
Courgette, chair et peau, surgelée, crue;16.5;1.08;2.0;0.13;18.0;0.51;5.3
Crosne, surgelé, cru;51.8;7.38;5.51;0.03;0.0;0.0;0.0
Artichaut, fond, surgelé, cru;54.5;1.89;7.02;0.42;0.0;0.0;0.0
Maïs doux, surgelé, cru;105.0;3.28;19.8;0.78;4.0;0.68;7.2
Navet, surgelé, cru;20.4;1.04;2.8;0.16;23.0;0.7;4.4
Oignon, surgelé, cru;30.3;0.89;5.22;0.06;36.0;0.46;8.0
Poireau, surgelé, cru;26.6;1.48;3.37;0.26;63.0;0.8;26.0
Salsifis, surgelé, cru;41.1;2.34;4.68;0.16;0.0;0.0;0.0
Oignon rouge, cru;35.0;1.31;5.63;0.4;22.0;0.19;4.09
Oignon jaune, cru;35.9;1.19;6.39;0.0;13.0;0.1;2.08
Légumes pour potages, surgelés, crus;33.9;1.33;5.83;0.0;37.0;1.0;25.0
Julienne ou brunoise de légumes, surgelée, crue;27.9;1.19;4.08;0.25;43.5;0.55;9.0
Légumes pour ratatouille, surgelés;21.0;1.01;3.23;0.089;0.0;0.0;0.0
Printanière ou jardinière de légumes, surgelée, crue (petits pois, pommes de terre, haricots verts, carottes, oignon);51.3;2.4;8.48;0.078;0.0;0.0;16.0
Haricot plat, cru;32.4;1.93;4.47;0.12;60.0;0.8;16.0
Épinard, jeunes pousses pour salades, cru;17.0;2.06;0.0;0.4;110.0;1.8;6.04
Mesclun ou salade, mélange de jeunes pousses;22.0;2.0;2.5;0.0;0.0;0.0;0.0
Tomate ronde, crue;17.5;0.5;3.42;0.0;6.8;0.17;19.9
Asperge, verte, crue;24.7;2.46;2.03;0.27;22.4;1.0;15.5
Chou romanesco ou brocoli à pomme, cru;29.7;2.95;2.2;0.3;33.0;0.73;88.1
Asperge, blanche ou violette, pelée, crue;21.0;2.2;1.62;0.12;24.0;2.14;5.6
Salicorne (Salicornia sp.), crue;13.1;1.02;0.98;0.17;39.7;2.6;1.05
Salade sucrine, crue;16.6;1.13;2.58;0.0;23.0;0.27;2.32
Salade feuille de chêne, crue;10.7;1.13;1.03;0.0;33.0;0.82;2.16
Chou chinois pak choï ou pak choy (feuilles vertes ressemblant à des blettes), cru;14.6;1.5;1.2;0.2;105.0;0.8;45.0
Tomate marmande, crue;0.0;0.0;2.81;0.0;0.0;0.0;19.3
Tomate noire de Crimée, crue;0.0;0.0;3.08;0.0;0.0;0.0;23.5
Tomate allongée, crue;18.8;0.0;3.29;0.0;0.0;0.0;16.8
Chou kale, cru;34.6;2.92;0.32;1.49;254.0;1.6;93.4
Moringa, gousse, cru;0.0;2.1;5.33;0.2;30.0;0.36;141.0
Moringa, feuille, cru;0.0;9.4;6.28;1.4;185.0;4.0;51.7
Tomate sans précision, crue (aliment moyen);19.2;0.6;3.69;0.0;6.78;0.19;20.1
Légumes pour couscous, surgelés, crus;44.3;1.93;6.47;0.63;35.6;0.8;27.4
Graine germée de lentille, fraîche, crue;123.0;8.96;19.0;0.55;25.0;3.21;16.5
Tomate grappe, crue;19.8;0.5;3.67;0.0;6.6;0.18;20.1
Salade verte, crue, sans assaisonnement;13.5;1.01;1.5;0.1;35.3;0.64;1.95
Crudité, sans assaisonnement (aliment moyen);27.7;0.91;3.06;1.15;22.5;0.35;11.4
Banane plantain, crue;132.0;1.3;29.6;0.37;3.0;0.6;18.4
Gombo, fruit, cru;31.0;1.93;3.8;0.19;82.0;0.62;23.0
Chayote ou christophine ou chouchou, bouillie/cuite à l'eau;21.6;0.62;2.29;0.48;13.0;0.22;8.0
Poivron, vert, jaune ou rouge, cuit (aliment moyen);33.0;1.11;5.42;0.33;8.86;0.0;82.0
Artichaut, cuit;33.2;2.53;0.99;0.28;42.9;0.67;9.1
Aubergine, cuite;27.1;0.83;4.17;0.23;20.1;0.25;1.3
Betterave rouge, cuite;41.5;1.44;7.13;0.4;24.0;0.29;0.0
Bette ou blette, côte (sans feuille), cuite;11.2;0.7;1.23;0.0;56.0;0.35;0.0
Carotte, appertisée, égouttée;21.8;0.7;3.29;0.19;25.0;0.64;2.7
Champignon, tout type, appertisé, égoutté;24.9;1.87;2.56;0.29;18.9;0.79;0.0
Chou vert, cuit;24.1;1.03;3.04;0.45;69.7;0.28;27.3
Chou-fleur, bouilli/cuit à l'eau;20.9;1.6;1.6;0.46;19.2;0.31;9.7
Coeur de palmier, appertisé, égoutté;41.5;2.51;5.5;0.56;58.0;3.13;7.9
Courgette, chair et peau, cuite;15.5;0.93;1.4;0.36;19.3;0.32;2.9
Céleri-rave, cuit;36.5;1.3;4.6;0.86;52.4;0.32;2.7
Épinard, cuit;19.6;3.2;0.25;0.14;140.0;2.14;2.1
Graine germée de haricot mungo ou pousse de "soja", appertisée, égouttée;22.4;1.63;2.57;0.15;33.3;0.39;106.0
Haricot vert, cuit;29.4;2.0;3.0;0.17;55.3;0.6;5.0
Navet, cuit;25.0;0.9;3.8;0.2;37.3;0.11;5.6
Oignon, cuit;34.6;1.3;6.2;0.2;29.2;0.21;2.1
Petits pois, appertisés, égouttés;92.5;4.87;13.7;0.8;20.6;1.18;4.2
Petits pois, cuits;61.4;5.8;4.7;0.87;32.7;1.17;1.8
Poireau, cuit;0.0;0.81;0.0;0.0;0.0;0.0;7.0
Salsifis, cuit;67.7;2.73;12.3;0.17;47.0;0.55;4.6
Tomate, pelée, appertisée, égouttée;16.4;0.9;1.61;0.28;21.1;0.57;12.6
Maïs doux, en épis, cuit;106.0;3.41;18.6;1.5;3.0;0.45;5.5
Macédoine de légumes, appertisée, égouttée;40.4;2.32;5.59;0.28;40.7;1.05;5.0
Épinard, appertisé, égoutté;24.5;2.81;0.93;0.5;127.0;2.3;14.3
Haricot vert, appertisé, égoutté;23.2;1.34;2.07;0.32;38.0;1.06;2.8
Haricot beurre, appertisé, égoutté;23.2;1.2;3.25;0.2;26.0;0.9;4.8
Maïs doux, appertisé, égoutté;105.0;2.66;18.3;1.68;3.51;0.35;2.1
Artichaut, appertisé, égoutté;39.8;1.5;6.5;0.2;0.0;0.0;0.0
Tomate, concentré, appertisé;99.2;4.4;17.1;0.53;45.6;1.2;2.6
Haricot vert, surgelé, cuit;33.7;1.49;5.1;0.17;42.0;0.66;4.1
